ID,Order,Trial,Group,Problem,set,sampkey,sampout,finalr,med,high,low,phigh
1,1,2,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,3,1,5,Est,S,-1.9,1,-1.9,-1.7,-3.9,0.9
1,1,4,1,5,Est,R,-3.9,1,-1.9,-1.7,-3.9,0.9
1,1,5,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,6,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,7,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,8,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,9,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,10,1,5,Est,S,-1.9,1,-1.9,-1.7,-3.9,0.9
1,1,11,1,5,Est,S,-1.9,1,-1.9,-1.7,-3.9,0.9
1,1,12,1,5,Est,S,-1.9,1,-1.9,-1.7,-3.9,0.9
1,1,13,1,5,Est,S,-1.9,1,-1.9,-1.7,-3.9,0.9
1,1,14,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,15,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,16,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,17,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,18,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,19,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,20,1,5,Est,S,-1.9,1,-1.9,-1.7,-3.9,0.9
1,1,21,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,22,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,1,23,1,5,Est,R,-1.7,1,-1.9,-1.7,-3.9,0.9
1,30,1,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
1,30,2,1,6,Est,S,-6.4,0,-6.4,-6.3,-15.7,0.99
1,10,1,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
1,10,2,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
1,10,3,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
1,10,4,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
1,10,5,1,7,Est,R,-20.2,1,-11.7,-5.6,-20.2,0.7
1,10,6,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
1,10,7,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
1,10,8,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
1,10,9,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
1,22,1,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
1,22,2,1,8,Est,S,-6,1,-6,-0.7,-6.5,0.1
1,22,3,1,8,Est,R,-0.7,1,-6,-0.7,-6.5,0.1
1,22,4,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
1,22,5,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
1,22,6,1,8,Est,S,-6,1,-6,-0.7,-6.5,0.1
1,22,7,1,8,Est,S,-6,1,-6,-0.7,-6.5,0.1
1,13,1,1,9,Est,S,-6.1,0,-6.1,-5.7,-16.3,0.95
1,13,2,1,9,Est,S,-6.1,0,-6.1,-5.7,-16.3,0.95
1,13,3,1,9,Est,S,-6.1,0,-6.1,-5.7,-16.3,0.95
1,13,4,1,9,Est,S,-6.1,0,-6.1,-5.7,-16.3,0.95
1,13,5,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,6,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,7,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,8,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,9,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,10,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,11,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,12,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,13,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,13,14,1,9,Est,R,-16.3,0,-6.1,-5.7,-16.3,0.95
1,13,15,1,9,Est,R,-5.7,0,-6.1,-5.7,-16.3,0.95
1,2,1,1,10,Est,S,-1.8,0,-1.8,-1.5,-6.4,0.92
1,2,2,1,10,Est,S,-1.8,0,-1.8,-1.5,-6.4,0.92
1,2,3,1,10,Est,S,-1.8,0,-1.8,-1.5,-6.4,0.92
1,2,4,1,10,Est,R,-1.5,0,-1.8,-1.5,-6.4,0.92
1,2,5,1,10,Est,R,-1.5,0,-1.8,-1.5,-6.4,0.92
1,2,6,1,10,Est,R,-1.5,0,-1.8,-1.5,-6.4,0.92
1,2,7,1,10,Est,R,-6.4,0,-1.8,-1.5,-6.4,0.92
1,2,8,1,10,Est,R,-1.5,0,-1.8,-1.5,-6.4,0.92
1,2,9,1,10,Est,R,-1.5,0,-1.8,-1.5,-6.4,0.92
1,2,10,1,10,Est,S,-1.8,0,-1.8,-1.5,-6.4,0.92
1,2,11,1,10,Est,S,-1.8,0,-1.8,-1.5,-6.4,0.92
1,2,12,1,10,Est,S,-1.8,0,-1.8,-1.5,-6.4,0.92
1,4,1,1,21,Est,S,-4.6,0,-4.6,2,-5.7,0.1
1,4,2,1,21,Est,S,-4.6,0,-4.6,2,-5.7,0.1
1,4,3,1,21,Est,S,-4.6,0,-4.6,2,-5.7,0.1
1,4,4,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,4,5,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,4,6,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,4,7,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,4,8,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,4,9,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,4,10,1,21,Est,R,-5.7,0,-4.6,2,-5.7,0.1
1,28,1,1,22,Est,R,9.6,1,8.7,9.6,-6.4,0.91
1,28,2,1,22,Est,S,8.7,1,8.7,9.6,-6.4,0.91
1,6,1,1,23,Est,S,5.6,1,5.6,7.3,-3.6,0.8
1,6,2,1,23,Est,S,5.6,1,5.6,7.3,-3.6,0.8
1,6,3,1,23,Est,S,5.6,1,5.6,7.3,-3.6,0.8
1,6,4,1,23,Est,S,5.6,1,5.6,7.3,-3.6,0.8
1,6,5,1,23,Est,S,5.6,1,5.6,7.3,-3.6,0.8
1,6,6,1,23,Est,S,5.6,1,5.6,7.3,-3.6,0.8
1,6,7,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,6,8,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,6,9,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,6,10,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,6,11,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,6,12,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,6,13,1,23,Est,R,7.3,1,5.6,7.3,-3.6,0.8
1,26,1,1,24,Est,R,-9.5,0,-7.5,9.2,-9.5,0.05
1,26,2,1,24,Est,S,-7.5,0,-7.5,9.2,-9.5,0.05
1,26,3,1,24,Est,R,-9.5,0,-7.5,9.2,-9.5,0.05
1,20,1,1,25,Est,S,-6.4,0,-6.4,7.4,-6.6,0.02
1,20,2,1,25,Est,R,-6.6,0,-6.4,7.4,-6.6,0.02
1,20,3,1,25,Est,S,-6.4,0,-6.4,7.4,-6.6,0.02
1,20,4,1,25,Est,R,-6.6,0,-6.4,7.4,-6.6,0.02
1,15,1,1,26,Est,S,-4.9,0,-4.9,6.4,-5.3,0.05
1,15,2,1,26,Est,S,-4.9,0,-4.9,6.4,-5.3,0.05
1,15,3,1,26,Est,R,-5.3,0,-4.9,6.4,-5.3,0.05
1,16,1,1,27,Est,S,1.2,1,1.2,1.6,-8.3,0.93
1,16,2,1,27,Est,R,1.6,1,1.2,1.6,-8.3,0.93
1,18,1,1,28,Est,S,4.6,1,4.6,5.9,-0.8,0.8
1,18,2,1,28,Est,R,5.9,1,4.6,5.9,-0.8,0.8
1,18,3,1,28,Est,R,5.9,1,4.6,5.9,-0.8,0.8
1,18,4,1,28,Est,R,5.9,1,4.6,5.9,-0.8,0.8
1,18,5,1,28,Est,S,4.6,1,4.6,5.9,-0.8,0.8
1,18,6,1,28,Est,R,5.9,1,4.6,5.9,-0.8,0.8
1,18,7,1,28,Est,R,5.9,1,4.6,5.9,-0.8,0.8
1,11,1,1,29,Est,S,7,1,7,7.9,-2.3,0.92
1,11,2,1,29,Est,S,7,1,7,7.9,-2.3,0.92
1,11,3,1,29,Est,S,7,1,7,7.9,-2.3,0.92
1,11,4,1,29,Est,S,7,1,7,7.9,-2.3,0.92
1,11,5,1,29,Est,R,7.9,1,7,7.9,-2.3,0.92
1,11,6,1,29,Est,R,7.9,1,7,7.9,-2.3,0.92
1,11,7,1,29,Est,R,7.9,1,7,7.9,-2.3,0.92
1,11,8,1,29,Est,R,7.9,1,7,7.9,-2.3,0.92
1,29,1,1,30,Est,R,3,1,1.4,3,-7.7,0.91
1,29,2,1,30,Est,S,1.4,1,1.4,3,-7.7,0.91
1,3,1,1,41,Est,S,15.5,1,15.5,18.8,7.6,0.8
1,3,2,1,41,Est,S,15.5,1,15.5,18.8,7.6,0.8
1,3,3,1,41,Est,S,15.5,1,15.5,18.8,7.6,0.8
1,3,4,1,41,Est,S,15.5,1,15.5,18.8,7.6,0.8
1,3,5,1,41,Est,S,15.5,1,15.5,18.8,7.6,0.8
1,3,6,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,7,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,8,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,9,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,10,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,11,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,12,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,3,13,1,41,Est,R,18.8,1,15.5,18.8,7.6,0.8
1,14,1,1,42,Est,S,17.1,1,17.1,17.9,7.2,0.92
1,14,2,1,42,Est,R,17.9,1,17.1,17.9,7.2,0.92
1,14,3,1,42,Est,S,17.1,1,17.1,17.9,7.2,0.92
1,14,4,1,42,Est,R,17.9,1,17.1,17.9,7.2,0.92
1,5,1,1,43,Est,S,9.2,1,9.2,22.9,9.6,0.06
1,5,2,1,43,Est,S,9.2,1,9.2,22.9,9.6,0.06
1,5,3,1,43,Est,S,9.2,1,9.2,22.9,9.6,0.06
1,5,4,1,43,Est,R,9.6,1,9.2,22.9,9.6,0.06
1,5,5,1,43,Est,R,9.6,1,9.2,22.9,9.6,0.06
1,5,6,1,43,Est,R,9.6,1,9.2,22.9,9.6,0.06
1,5,7,1,43,Est,R,9.6,1,9.2,22.9,9.6,0.06
1,5,8,1,43,Est,R,9.6,1,9.2,22.9,9.6,0.06
1,5,9,1,43,Est,R,22.9,1,9.2,22.9,9.6,0.06
1,5,10,1,43,Est,R,9.6,1,9.2,22.9,9.6,0.06
1,27,1,1,44,Est,R,10,1,9.9,10,1.7,0.96
1,27,2,1,44,Est,S,9.9,1,9.9,10,1.7,0.96
1,9,1,1,45,Est,S,2.2,1,2.2,2.8,1,0.8
1,9,2,1,45,Est,S,2.2,1,2.2,2.8,1,0.8
1,9,3,1,45,Est,S,2.2,1,2.2,2.8,1,0.8
1,9,4,1,45,Est,S,2.2,1,2.2,2.8,1,0.8
1,9,5,1,45,Est,R,2.8,1,2.2,2.8,1,0.8
1,9,6,1,45,Est,R,2.8,1,2.2,2.8,1,0.8
1,9,7,1,45,Est,R,2.8,1,2.2,2.8,1,0.8
1,9,8,1,45,Est,R,2.8,1,2.2,2.8,1,0.8
1,24,1,1,46,Est,S,8,1,8,17.1,6.9,0.1
1,24,2,1,46,Est,S,8,1,8,17.1,6.9,0.1
1,24,3,1,46,Est,R,6.9,1,8,17.1,6.9,0.1
1,24,4,1,46,Est,R,6.9,1,8,17.1,6.9,0.1
1,24,5,1,46,Est,R,6.9,1,8,17.1,6.9,0.1
1,24,6,1,46,Est,S,8,1,8,17.1,6.9,0.1
1,7,1,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,7,2,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,7,3,1,47,Est,R,9.7,0,10.6,24.3,9.7,0.04
1,7,4,1,47,Est,R,9.7,0,10.6,24.3,9.7,0.04
1,7,5,1,47,Est,R,9.7,0,10.6,24.3,9.7,0.04
1,7,6,1,47,Est,R,9.7,0,10.6,24.3,9.7,0.04
1,7,7,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,7,8,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,7,9,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,7,10,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,7,11,1,47,Est,S,10.6,0,10.6,24.3,9.7,0.04
1,25,1,1,48,Est,S,18.1,1,18.1,18.2,6.9,0.98
1,25,2,1,48,Est,R,18.2,1,18.1,18.2,6.9,0.98
1,17,1,1,49,Est,S,9.9,1,9.9,13.4,3.8,0.5
1,17,2,1,49,Est,R,3.8,1,9.9,13.4,3.8,0.5
1,17,3,1,49,Est,R,13.4,1,9.9,13.4,3.8,0.5
1,17,4,1,49,Est,R,13.4,1,9.9,13.4,3.8,0.5
1,17,5,1,49,Est,R,13.4,1,9.9,13.4,3.8,0.5
1,17,6,1,49,Est,R,13.4,1,9.9,13.4,3.8,0.5
1,17,7,1,49,Est,R,13.4,1,9.9,13.4,3.8,0.5
1,21,1,1,50,Est,S,2.8,1,2.8,5.8,2.7,0.04
1,21,2,1,50,Est,R,2.7,1,2.8,5.8,2.7,0.04
1,21,3,1,50,Est,S,2.8,1,2.8,5.8,2.7,0.04
1,21,4,1,50,Est,R,2.7,1,2.8,5.8,2.7,0.04
1,21,5,1,50,Est,S,2.8,1,2.8,5.8,2.7,0.04
1,21,6,1,50,Est,R,2.7,1,2.8,5.8,2.7,0.04
1,21,7,1,50,Est,S,2.8,1,2.8,5.8,2.7,0.04
2,28,1,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,2,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,3,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,4,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,5,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,6,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,7,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,8,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,9,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,10,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,11,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,12,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,13,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,14,1,1,Est,S,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,15,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,16,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,17,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,28,18,1,1,Est,R,-0.3,0,-0.3,-0.3,-2.1,0.96
2,26,1,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,2,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,3,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,4,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,5,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,6,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,7,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,8,1,2,Est,R,-0.9,1,-1,-0.9,-4.2,0.95
2,26,9,1,2,Est,S,-1,1,-1,-0.9,-4.2,0.95
2,26,10,1,2,Est,S,-1,1,-1,-0.9,-4.2,0.95
2,26,11,1,2,Est,S,-1,1,-1,-0.9,-4.2,0.95
2,26,12,1,2,Est,S,-1,1,-1,-0.9,-4.2,0.95
2,26,13,1,2,Est,S,-1,1,-1,-0.9,-4.2,0.95
2,3,1,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,2,1,3,Est,R,-6.3,1,-12.2,-6.3,-15.2,0.3
2,3,3,1,3,Est,R,-6.3,1,-12.2,-6.3,-15.2,0.3
2,3,4,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,5,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,6,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,7,1,3,Est,R,-6.3,1,-12.2,-6.3,-15.2,0.3
2,3,8,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,9,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,10,1,3,Est,R,-15.2,1,-12.2,-6.3,-15.2,0.3
2,3,11,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,3,12,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,3,13,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,3,14,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,3,15,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,3,16,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,3,17,1,3,Est,S,-12.2,1,-12.2,-6.3,-15.2,0.3
2,27,1,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,2,1,4,Est,R,-10,1,-25.6,-10,-29.2,0.2
2,27,3,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,4,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,5,1,4,Est,R,-10,1,-25.6,-10,-29.2,0.2
2,27,6,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,7,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,8,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,9,1,4,Est,R,-10,1,-25.6,-10,-29.2,0.2
2,27,10,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,27,11,1,4,Est,S,-25.6,1,-25.6,-10,-29.2,0.2
2,27,12,1,4,Est,S,-25.6,1,-25.6,-10,-29.2,0.2
2,27,13,1,4,Est,S,-25.6,1,-25.6,-10,-29.2,0.2
2,27,14,1,4,Est,S,-25.6,1,-25.6,-10,-29.2,0.2
2,27,15,1,4,Est,R,-29.2,1,-25.6,-10,-29.2,0.2
2,29,1,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,2,1,5,Est,R,-3.9,0,-1.9,-1.7,-3.9,0.9
2,29,3,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,4,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,5,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,6,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,7,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,8,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,9,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,10,1,5,Est,R,-1.7,0,-1.9,-1.7,-3.9,0.9
2,29,11,1,5,Est,S,-1.9,0,-1.9,-1.7,-3.9,0.9
2,29,12,1,5,Est,S,-1.9,0,-1.9,-1.7,-3.9,0.9
2,24,1,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,2,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,3,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,4,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,5,1,6,Est,R,-15.7,0,-6.4,-6.3,-15.7,0.99
2,24,6,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,7,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,8,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,9,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,10,1,6,Est,R,-6.3,0,-6.4,-6.3,-15.7,0.99
2,24,11,1,6,Est,S,-6.4,0,-6.4,-6.3,-15.7,0.99
2,13,1,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,2,1,7,Est,R,-20.2,1,-11.7,-5.6,-20.2,0.7
2,13,3,1,7,Est,R,-20.2,1,-11.7,-5.6,-20.2,0.7
2,13,4,1,7,Est,R,-20.2,1,-11.7,-5.6,-20.2,0.7
2,13,5,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,6,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,7,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,8,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,9,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,10,1,7,Est,R,-5.6,1,-11.7,-5.6,-20.2,0.7
2,13,11,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
2,13,12,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
2,13,13,1,7,Est,S,-11.7,1,-11.7,-5.6,-20.2,0.7
2,22,1,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,2,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,3,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,4,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,5,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,6,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,7,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,8,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,9,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,10,1,8,Est,R,-0.7,1,-6,-0.7,-6.5,0.1
2,22,11,1,8,Est,R,-6.5,1,-6,-0.7,-6.5,0.1
2,22,12,1,8,Est,S,-6,1,-6,-0.7,-6.5,0.1
2,22,13,1,8,Est,S,-6,1,-6,-0.7,-6.5,0.1
2,22,14,1,8,Est,S,-6,1,-6,-0.7,-6.5,0.1
2,15,1,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,2,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,3,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,4,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,5,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,6,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,7,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,8,1,9,Est,S,-6.1,1,-6.1,-5.7,-16.3,0.95
2,15,9,1,9,Est,S,-6.1,1,-6.1,-5.7,-16.3,0.95
2,15,10,1,9,Est,S,-6.1,1,-6.1,-5.7,-16.3,0.95
2,15,11,1,9,Est,S,-6.1,1,-6.1,-5.7,-16.3,0.95
2,15,12,1,9,Est,S,-6.1,1,-6.1,-5.7,-16.3,0.95
2,15,13,1,9,Est,S,-6.1,1,-6.1,-5.7,-16.3,0.95
2,15,14,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,15,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,16,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,17,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,15,18,1,9,Est,R,-5.7,1,-6.1,-5.7,-16.3,0.95
2,25,1,1,10,Est,R,-6.4,1,-1.8,-1.5,-6.4,0.92
2,25,2,1,10,Est,R,-1.5,1,-1.8,-1.5,-6.4,0.92
